otu,Domain,Phylum,Class,Order,Family,Genus,Species
KC464644.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnellula,s__Lachnellula_willkommii
EF652042.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_restrictus
MK894575.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clavariaceae,g__Hodophilus,s__Hodophilus_glaberripes
KC456245.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Inonotus,s__Inonotus_niveomarginatus
KY104663.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,s__Piskurozyma_silvicola
AF444381.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,s__Piskurozyma_capsuligena
MH861808.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Podoscyphaceae,g__Podoscypha,s__Podoscypha_multizonata
AY553844.1,k__Eukaryota,p__Ascomycota,c__CUG-Ser1 clade,o__Saccharomycetales,f__Debaryomycetaceae,g__Meyerozyma,s__Meyerozyma_smithsonii
AJ716293.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Botryotinia,s__Botryotinia_sphaerosperma
MN738631.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_concentricus
AY581087.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Pleurosticta,s__Pleurosticta_acetabulum
KF926673.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Moesziomyces,s__Moesziomyces_bullatus
MK247958.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Rosellinia,s__Rosellinia_aquila
MT319410.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Kneiffiella,s__Kneiffiella_eucalypticola
AY652948.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Melampsoraceae,g__Melampsora,s__Melampsora_coleosporioides
AF429409.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Neohypochnicium,s__Neohypochnicium_punctulatum
KJ707061.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__Naganishia_uzbekistanensis
OK235665.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,s__Leucoagaricus_aurantiovergens
JQ686188.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Laetiporaceae,g__Kusaghiporia,s__Kusaghiporia_persicina
MW937879.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Postiaceae,g__Oligoporus,s__Oligoporus_podocarpi
MG581918.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_sparganioidis
JN942794.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Geastrales,f__Geastraceae,g__Geastrum,s__Geastrum_cf._triplex_A_KH-2011
JQ314350.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Fomitopsidaceae,g__Daedalea,s__Daedalea_radiata
MG931812.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Physalacriaceae,g__Armillaria,s__Armillaria_mellea
MG865485.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_elongata
OL413049.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Baorangia,s__Baorangia_major
AM882924.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_napipes
JN206176.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_nederlandicus
MW471139.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Thelebolales,f__Thelebolaceae,g__Inopinatum,s__Inopinatum_lactosum
JN206239.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Choanephoraceae,g__Poitrasia,s__Poitrasia_circinans
KF706439.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__Malassezia_equina
MN430948.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Spongipellis,s__Spongipellis_pachyodon
KJ415535.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_salviniae
KF732459.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_tiliae
JQ724525.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_fellutanum
KY947838.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,s__Umbilicaria_polyrrhiza
KC834057.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Leotiales,f__Leotiaceae,g__Gorgomyces,s__Gorgomyces_honrubiae
KJ710476.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Mastigosporium,s__Mastigosporium_album
MN622717.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Dacrymycetales,f__Dacrymycetaceae,g__Dacrymyces,s__Dacrymyces_capitatus
KY328309.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Sanghuangporus,s__Sanghuangporus_quercicola
MH023364.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_sulcatum
AB525925.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_lini
MH860311.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Sarocladiaceae,g__Parasarocladium,s__Parasarocladium_gamsii
JX968149.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Bolbitiaceae,g__Pholiotina,s__Pholiotina_pygmaeoaffinis
MK185680.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Gelatinodiscaceae,g__Neobulgaria,s__Neobulgaria_koningiana
EU707864.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Xenoteratosphaeria,s__Xenoteratosphaeria_jonkershoekensis
KJ869150.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Seiridium,s__Seiridium_podocarpi
KF777186.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Pyriculariaceae,g__Pseudopyricularia,s__Pseudopyricularia_bothriochloae
GU060266.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Tricholoma,s__Tricholoma_inocybeoides
KX676497.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Neomensularia,s__Neomensularia_rectiseta
MN387223.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Lecanoraceae,g__Lecanora,s__Lecanora_thysanophora
MK882998.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Volvariella,s__Volvariella_pulla
FJ860793.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_ochroleucum
KC992920.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_kellermanii
KP004451.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Acrospermales,f__Acrospermaceae,g__Gonatophragmium,s__Gonatophragmium_triuniae
MW263712.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_coneae
GQ303269.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__unidentified,g__Bagadiella,s__Bagadiella_lunata
AY281005.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Gymnopilus,s__Gymnopilus_robustus
KP324928.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Chaetothyriaceae,g__Ceramothyrium,s__Ceramothyrium_thailandicum
EU402573.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Laetiporaceae,g__Laetiporus,s__Laetiporus_huroniensis
HM046877.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Punctulariaceae,g__Dendrocorticium,s__Dendrocorticium_polygonioides
MH862033.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,s__Scytinostroma_quintasianum
KJ707159.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Chionosphaeraceae,g__Cystobasidiopsis,s__Cystobasidiopsis_lactophilus
AF444439.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trichosporonales,f__Trichosporonaceae,g__Trichosporon,s__Trichosporon_ovoides
KJ417314.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Pseudotricholoma,s__Pseudotricholoma_umbrosum
AB769411.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Golovinomyces,s__Golovinomyces_depressus
MH249932.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Boletus,s__Boletus_patrioticus
KP030782.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Inonotus,s__Inonotus_henanensis
KJ591584.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Phallales,f__Phallaceae,g__Phallus,s__Phallus_ultraduplicatus
AY016443.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Lentinula,s__Lentinula_aciculospora
AB026167.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Botryotinia,s__Botryotinia_allii
MH861982.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__Phellinus_bicuspidatus
EU040232.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hamatocanthoscyphaceae,g__Hyalodendriella,s__Hyalodendriella_betulae
KF777171.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Neodeightoniella,s__Neodeightoniella_phragmiticola
MW340899.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_nordlandicum
MK778598.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Cliostomum,s__Cliostomum_haematommatis
EU255891.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Austroafricana,s__Austroafricana_parva
KU355378.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Resupinatus,s__Resupinatus_trichotis
EU784273.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Discinaceae,g__Hydnotrya,s__Hydnotrya_cubispora
MT076159.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_baeosperma
GQ411292.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Discinellaceae,g__Articulospora,s__Articulospora_tetracladia
FJ023538.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeria,s__Teratosphaeria_ovata
U88224.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_monoica
AB439557.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Asterostroma,s__Asterostroma_muscicola
LR736040.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Devriesia,s__Devriesia_staurophora
MT231659.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Arachnopezizaceae,g__Arachnopeziza,s__Arachnopeziza_estonica
FM202139.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_mahiquesii
MH855721.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Godroniaceae,g__Gremmeniella,s__Gremmeniella_abietina
AB854092.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Sarcomyxa,s__Sarcomyxa_edulis
MW694951.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_ferraniaense
KR859079.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Neofabraea,s__Neofabraea_actinidiae
KP012988.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Trametes,s__Trametes_punicea
MT373378.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Cochlearomycetaceae,g__Satchmopsis,s__Satchmopsis_pini
MW724290.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Clavulina,s__Clavulina_coralloides
AF454422.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Auriscalpiaceae,g__Artomyces,s__Artomyces_cristatus
MZ661772.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Favolaschia,s__Favolaschia_brevistipitata
KX828146.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Diatrypaceae,g__Diatrype,s__Diatrype_stigma
MT231669.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Arachnopezizaceae,g__Arachnopeziza,s__Arachnopeziza_ptilidiophila
MH857544.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Bionectriaceae,g__Gliomastix,s__Gliomastix_roseogrisea
JQ287698.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_tessiae
KY462820.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Calloriaceae,g__Duebenia,s__Duebenia_compta
MH933632.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_juniperina
KF732386.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_ponderosum
GU594161.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Hericiaceae,g__Pseudowrightoporia,s__Pseudowrightoporia_cylindrospora
MN066374.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_yunnanensis
KF846520.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Corynesporascaceae,g__Corynespora,s__Corynespora_cassiicola
MH087059.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Afroboletus,s__Afroboletus_vietnamensis
DQ026253.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Favolaschia,s__Favolaschia_calocera
GQ303294.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Myriangiales,f__Elsinoaceae,g__Elsinoe,s__Elsinoe_tectificae
KJ206976.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_illuminans
KU686920.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Coprinus,s__Coprinus_littoralis
KU881905.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Xylobolus,s__Xylobolus_frustulatus
GU234033.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hygrophoraceae,g__Arrhenia,s__Arrhenia_lobata
MK508963.1,k__Eukaryota,p__Ascomycota,c__CUG-Ala clade,o__Saccharomycetales,f__unidentified,g__Nakazawaea,s__Nakazawaea_ambrosiae
MW413900.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Anastomitrabeculiaceae,g__Anastomitrabeculia,s__Anastomitrabeculia_didymospora
KC412005.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Pezizellaceae,g__Calycina,s__Calycina_citrina
MN385741.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_cathayensis
MG865585.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_sansomeana
JN712485.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Venturiales,f__Sympoventuriaceae,g__Fusicladium,s__Fusicladium_proteae
EU707813.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypogymnia,s__Hypogymnia_enteromorpha
MW010031.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Pseudosperma,s__Pseudosperma_amabile
OL636337.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pseudoclitocybaceae,g__Musumecia,s__Musumecia_vermicularis
MW412925.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_filipendulensis
KU058202.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,s__Rhizopus_koreanus
HQ604376.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_glabrescens
MK098191.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Parabambusicolaceae,g__Lonicericola,s__Lonicericola_hyaloseptispora
OM681389.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__Scutellinia_macrospora
MH866083.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Hypoxylaceae,g__Daldinia,s__Daldinia_hawksworthii
MH697754.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystofilobasidiales,f__Mrakiaceae,g__Krasilnikovozyma,s__Krasilnikovozyma_fibulata
KF732462.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_triumphale
GQ219728.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Auriscalpiaceae,g__Lentinellus,s__Lentinellus_castoreus
AF393726.2,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Amorphothecaceae,g__Amorphotheca,s__Amorphotheca_resinae
FR846383.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,s__Acaulospora_punctata
MK962014.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Hebeloma,s__Hebeloma_sarcophyllum
HQ643743.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_periplocum
KX184805.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Diatrypaceae,g__Eutypa,s__Eutypa_astroidea
MZ145074.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_albocyaneus
MT523871.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_lanceolatus
KJ206486.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_nolaneiformis
KP453695.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Notholepista,s__Notholepista_subzonalis
MW187055.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_nivalis
KT351642.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Calonarius,s__Calonarius_subsulfurinus
HQ630309.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_histoplasmatoides
MF370614.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Galerina,s__Galerina_subclavata
MH856879.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Montagnea,s__Montagnea_candollei
MT273643.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__Scutellinia_rotundisperma
GU187522.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Coniophoraceae,g__Gyrodontium,s__Gyrodontium_sacchari
JX975983.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_zonata
MH037292.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Russula,s__Russula_ryukokuensis
MT031917.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_yunnanensis
Z80893.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,s__Rutstroemia_firma
JX905543.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Chytridiales,f__unidentified,g__Delfinachytrium,s__Delfinachytrium_mesopotamicum
KU685637.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_longipes
MH858347.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_javanica
KY449437.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Jorgewrightia,s__Jorgewrightia_tropica
AY549985.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trichosporonales,f__Tetragoniomycetaceae,g__Cryptotrichosporon,s__Cryptotrichosporon_anacardii
KP641639.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_vagata
AB735980.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Neofavolus,s__Neofavolus_cremeoalbidus
JX069875.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Neodevriesiaceae,g__Neodevriesia,s__Neodevriesia_agapanthi
MH178541.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pyronemataceae,g__Geopyxis,s__Geopyxis_rehmii
OK339619.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,s__Talaromyces_germanicus
KY103614.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Microstromatales,f__unidentified,g__Jaminaea,s__Jaminaea_angkorensis
KX216333.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_phlebophorus
MT935539.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_suillonigrescens
MN794874.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_eijii
MZ997016.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Hypholoma,s__Hypholoma_fasciculare
KY103140.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__Cystobasidium_minutum
KM114541.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,s__Hymenoscyphus_serotinus
KU204498.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Hypoxylaceae,g__Hypoxylon,s__Hypoxylon_anthochroum
KT306677.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Asperisporium,s__Asperisporium_caricae
KJ461904.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_moncalvoanum
AB075319.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Amylocorticiales,f__Amylocorticiaceae,g__Agroathelia,s__Agroathelia_coffeicola
MW445913.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Lactocollybia,s__Lactocollybia_epia
